order_id,customer_id,order_date,total_amount,region_id,channel_id,order_item_id,product_id,quantity,price_x,total_price,product_name,price_y,supplier_id,category_id
4698,306,2024-09-12,1650.71,2,3,7022,216,4,1175.36,4701.44,Mint Mojito,476.32,42,
4700,948,2025-01-01,1964.16,5,1,1885,267,2,1517.92,3035.84,Dhoop,76.9,56,
4701,2226,2025-05-03,5887.09,6,4,6852,398,5,844.9,4224.5,Chicken Masala,150.78,20,
4701,2226,2025-05-03,5887.09,6,4,7646,738,3,767.63,2302.89,Chana Dal,388.29,51,
4702,1854,2024-08-31,5846.21,1,1,939,456,1,421.39,421.39,Carrot,469.48,18,
4702,1854,2024-08-31,5846.21,1,1,2857,862,4,1189.31,4757.24,Mocktail Syrup,199.09,38,
4702,1854,2024-08-31,5846.21,1,1,11451,415,2,1385.58,2771.16,Kesari,143.82,65,
4704,2219,2025-02-28,6913.14,4,1,2710,901,3,1525.55,4576.65,Wiper,420.33,80,
4704,2219,2025-02-28,6913.14,4,1,3162,128,4,519.09,2076.36,Floor Cleaner,143.36,20,
4704,2219,2025-02-28,6913.14,4,1,7927,613,5,201.62,1008.1,Baby Spoon,210.08,8,
4705,2886,2025-02-15,8137.13,6,4,9185,464,4,375.58,1502.32,Khakhra,21.59,46,
4706,2191,2024-08-15,6407.72,1,1,591,202,1,1053.23,1053.23,Detox Drink Mix,226.55,8,
4706,2191,2024-08-15,6407.72,1,1,8997,535,1,1038.99,1038.99,Rose Milk,164.97,86,
4707,192,2025-03-16,3566.69,2,3,11874,810,2,209.72,419.44,Nescafe,460.73,77,
4708,1403,2024-12-27,2996.69,4,3,7278,236,4,936.62,3746.48,Milkmaid,488.43,91,
4709,774,2025-05-15,1429.53,4,4,2401,16,4,1593.3,6373.2,Buttermilk,333.43,50,
4709,774,2025-05-15,1429.53,4,4,4383,945,1,787.82,787.82,Pepsi,173.77,49,
4709,774,2025-05-15,1429.53,4,4,8609,688,4,897.87,3591.48,Blue Lagoon,65.96,78,
4709,774,2025-05-15,1429.53,4,4,10914,661,3,637.34,1912.02,Sugarcane Juice,423.42,12,
4709,774,2025-05-15,1429.53,4,4,11621,390,5,406.92,2034.6000000000001,Dustpan,140.47,45,
4710,2048,2025-05-11,4964.98,3,4,11514,298,1,1686.49,1686.49,Instant Chai Premix,422.84,59,
4711,717,2025-01-14,3977.74,1,4,919,368,2,1152.6,2305.2,Frozen Butter,244.94,93,
4711,717,2025-01-14,3977.74,1,4,1254,374,3,551.52,1654.56,Curd,439.15,18,
4711,717,2025-01-14,3977.74,1,4,7460,284,5,1920.44,9602.2,Dog Harness,269.6,45,
4712,188,2025-02-05,5103.31,4,4,6680,223,3,224.83,674.49,Maaza,338.05,78,
4712,188,2025-02-05,5103.31,4,4,7030,47,2,710.47,1420.94,Cleaning Cloth,275.8,55,
4713,1766,2025-06-10,4857.32,3,3,3695,318,3,1073.66,3220.9800000000005,Frozen Naan,441.02,64,
4713,1766,2025-06-10,4857.32,3,3,10006,541,5,1736.89,8684.45,Soan Papdi,384.44,23,
4715,2150,2025-07-27,2584.87,3,3,3717,157,3,723.5,2170.5,Frozen Butter,353.46,47,
4715,2150,2025-07-27,2584.87,3,3,4990,524,5,1912.0,9560.0,Sugar-Free Tablets,103.29,59,
4715,2150,2025-07-27,2584.87,3,3,7271,322,1,909.01,909.01,Lavash,132.29,65,
4715,2150,2025-07-27,2584.87,3,3,10507,828,3,1431.11,4293.33,Swiss Roll,270.53,48,
4716,941,2024-10-13,9045.72,5,2,3575,344,5,1731.0,8655.0,Formula Milk,302.81,78,
4717,866,2025-06-05,2593.47,2,1,2038,517,2,679.15,1358.3,Caramelized Nuts,30.39,52,
4717,866,2025-06-05,2593.47,2,1,4831,673,4,1508.85,6035.4,Room Freshener,295.77,43,
4718,1563,2025-03-11,8621.71,3,1,1332,573,1,674.37,674.37,Dhoop,60.7,73,
4718,1563,2025-03-11,8621.71,3,1,4050,34,3,1696.28,5088.84,Dry Ginger,77.18,8,
4718,1563,2025-03-11,8621.71,3,1,7003,23,2,1991.37,3982.74,Bucket,182.06,20,
4719,1279,2025-06-04,6120.93,1,4,4928,36,2,1478.56,2957.12,Mint Mojito,171.03,74,
4719,1279,2025-06-04,6120.93,1,4,9022,694,3,825.52,2476.56,Oreo Shake,418.55,54,
4719,1279,2025-06-04,6120.93,1,4,10189,420,5,823.25,4116.25,Peanuts,44.91,94,
4720,388,2024-08-18,1764.63,2,1,6015,356,1,1406.99,1406.99,Harpic,11.4,46,
4720,388,2024-08-18,1764.63,2,1,7437,584,5,1606.73,8033.65,Bottle Gourd,178.16,5,
4720,388,2024-08-18,1764.63,2,1,8452,514,1,923.9,923.9,Frozen Chicken Sausage,425.42,66,
4721,2072,2024-08-07,9461.25,4,1,3291,82,3,134.64,403.91999999999996,Pineapple Squash,415.18,46,
4721,2072,2024-08-07,9461.25,4,1,4472,503,4,1507.65,6030.6,Ice Tea,109.12,49,
4721,2072,2024-08-07,9461.25,4,1,5393,757,5,575.69,2878.4500000000003,Catch Soda,252.84,27,
4722,1989,2025-04-29,5327.88,4,2,123,836,2,454.97,909.94,Whisk,130.03,96,
4722,1989,2025-04-29,5327.88,4,2,3142,211,4,786.03,3144.12,Dog Chew,192.18,82,
4722,1989,2025-04-29,5327.88,4,2,11227,472,4,1256.36,5025.44,Milkshake,253.02,70,
4723,2086,2025-02-19,5845.11,3,3,9594,577,3,1796.89,5390.67,Frozen Ready Meal,477.21,70,
4724,1816,2025-05-26,6196.74,5,3,7952,854,1,184.69,184.69,Organic Potato,300.16,22,
4724,1816,2025-05-26,6196.74,5,3,9632,474,4,924.0,3696.0,Pastry,110.06,1,
4725,1640,2025-01-03,4486.86,1,2,87,822,1,531.85,531.85,Ready Soup,493.37,34,
4725,1640,2025-01-03,4486.86,1,2,8998,980,3,1271.06,3813.18,Tofu Cubes,98.63,32,
4726,1834,2025-06-22,3028.64,4,4,5178,752,2,703.45,1406.9,Holi Colors,76.47,2,
4726,1834,2025-06-22,3028.64,4,4,9305,582,5,826.13,4130.65,Window Wiper,10.11,56,
4726,1834,2025-06-22,3028.64,4,4,10690,277,3,1701.06,5103.18,Storage Containers,25.78,33,
4727,445,2025-01-11,7797.21,4,4,3204,848,5,112.9,564.5,Avocado Oil,79.18,18,
4727,445,2025-01-11,7797.21,4,4,5190,948,2,129.3,258.6,Carrot,459.0,57,
4728,256,2025-05-23,7921.51,3,1,404,327,5,195.55,977.75,Aloo Bhujia,198.6,90,
4728,256,2025-05-23,7921.51,3,1,6401,506,1,488.83,488.83,Frozen Cutlets,52.25,58,
4729,703,2025-02-15,2621.85,2,2,119,497,2,1517.27,3034.54,Scissors,380.88,75,
4729,703,2025-02-15,2621.85,2,2,400,354,2,985.83,1971.66,Neem Oil,33.75,7,
4729,703,2025-02-15,2621.85,2,2,3305,705,1,686.13,686.13,File,489.72,56,
4729,703,2025-02-15,2621.85,2,2,7457,890,3,988.6,2965.8,Organic Milk,121.44,93,
4729,703,2025-02-15,2621.85,2,2,7634,26,2,515.74,1031.48,Fig,62.43,82,
4731,1284,2025-06-28,6306.15,5,1,1117,594,5,1414.51,7072.55,Energy Mix,432.49,46,
4731,1284,2025-06-28,6306.15,5,1,2013,220,5,1830.21,9151.05,Turkey Slices,229.05,81,
4731,1284,2025-06-28,6306.15,5,1,6890,939,5,1382.08,6910.4,Peeler,28.6,57,
4731,1284,2025-06-28,6306.15,5,1,8321,824,5,588.95,2944.75,Kite,216.04,65,
4731,1284,2025-06-28,6306.15,5,1,8519,251,3,305.12,915.36,Cluster Beans,386.63,82,
4731,1284,2025-06-28,6306.15,5,1,8822,746,1,1433.18,1433.18,Raspberry,396.04,17,
4732,2955,2025-07-20,7059.96,4,2,2587,381,2,1004.09,2008.18,Aarti Book,81.89,88,
4732,2955,2025-07-20,7059.96,4,2,6164,781,3,1834.45,5503.35,Namkeen Mixture,284.19,70,
4733,1902,2025-07-25,3370.89,3,3,9149,382,2,1083.75,2167.5,Peanut Chutney,298.53,28,
4733,1902,2025-07-25,3370.89,3,3,9661,341,3,1914.57,5743.71,Deodorant,354.59,36,
4734,1123,2024-11-02,2081.86,1,2,4757,364,3,1787.53,5362.59,Diaper Bag,97.75,86,
4735,2671,2025-02-28,5666.73,2,2,71,326,3,1287.0,3861.0,Diwali Crackers,190.31,19,
4735,2671,2025-02-28,5666.73,2,2,398,153,2,456.97,913.94,Holi Gujiya,211.67,93,
4735,2671,2025-02-28,5666.73,2,2,1997,288,1,708.43,708.43,Garlic Powder,375.02,46,
4735,2671,2025-02-28,5666.73,2,2,5338,979,5,201.07,1005.3499999999999,Face Serum,322.37,98,
4736,737,2024-12-12,3910.43,1,1,1890,434,3,1667.48,5002.4400000000005,Jeera Soda,310.26,71,
4736,737,2024-12-12,3910.43,1,1,6437,311,1,1103.91,1103.91,Milkmaid,442.83,87,
4737,2549,2024-09-19,6008.89,6,1,301,624,4,1176.98,4707.92,Flax Seeds,134.27,91,
4737,2549,2024-09-19,6008.89,6,1,5596,211,5,1796.75,8983.75,Dog Chew,192.18,82,
4737,2549,2024-09-19,6008.89,6,1,11489,35,1,1551.4,1551.4,Brass Diya,205.52,23,
4740,1499,2024-12-26,1145.65,3,3,6038,88,1,1033.98,1033.98,Malai,50.74,18,
4740,1499,2024-12-26,1145.65,3,3,6770,878,1,1098.08,1098.08,Duck Eggs,449.44,84,
4741,2823,2025-07-14,4023.3,4,4,5128,562,1,1583.01,1583.01,Bird Food,363.58,54,
4741,2823,2025-07-14,4023.3,4,4,5458,925,3,820.98,2462.94,Basmati Rice,400.34,34,
4741,2823,2025-07-14,4023.3,4,4,10387,704,2,1662.58,3325.16,Mutton Seekh Kebab,251.4,8,
4742,1672,2025-05-24,673.18,4,1,8593,367,4,492.54,1970.16,Instant Chai Premix,331.76,17,
4743,707,2024-11-27,2484.15,1,1,3637,149,5,1419.44,7097.200000000001,Basundi,44.58,74,
4744,1018,2024-09-09,610.8,2,1,1824,741,2,869.78,1739.56,Chocolate Bar,233.55,7,
4744,1018,2024-09-09,610.8,2,1,3614,881,2,1333.38,2666.76,Masala Peanuts,26.81,5,
4745,885,2024-09-06,7620.95,1,3,8391,154,2,489.93,979.86,Masoor Dal,424.59,38,
4746,1513,2024-08-10,6227.09,6,4,1229,865,4,1394.76,5579.04,Diwali Sweets,431.11,72,
4746,1513,2024-08-10,6227.09,6,4,4418,332,2,476.18,952.36,All Out,160.63,17,
4746,1513,2024-08-10,6227.09,6,4,8704,96,4,1545.37,6181.48,Brass Diya,432.63,72,
4747,1722,2025-05-19,7038.43,3,4,4397,190,5,250.58,1252.9,Black Salt,124.11,56,
4747,1722,2025-05-19,7038.43,3,4,6557,711,4,1352.44,5409.76,Vim Bar,235.58,3,
4749,309,2024-09-05,9470.32,6,4,5435,685,4,1965.34,7861.36,Cream Roll,135.34,28,
4749,309,2024-09-05,9470.32,6,4,7504,296,5,1433.45,7167.25,Organic Mustard Oil,90.12,36,
4750,1772,2024-10-11,4781.81,4,1,3399,152,4,385.81,1543.24,Nebulizer,120.86,93,
4752,982,2024-10-04,5788.98,4,1,1654,736,3,863.83,2591.4900000000002,Instant Uttapam,337.09,36,
4752,982,2024-10-04,5788.98,4,1,6850,387,5,1491.5,7457.5,Safflower Oil,59.1,30,
4752,982,2024-10-04,5788.98,4,1,10678,228,3,165.01,495.03,Pastry,183.95,44,
4752,982,2024-10-04,5788.98,4,1,11007,898,3,1495.15,4485.450000000001,Muffins,144.85,53,
4753,1650,2025-06-30,5740.5,6,2,9390,142,4,128.12,512.48,Dishwash Gel,377.84,32,
4753,1650,2025-06-30,5740.5,6,2,10673,266,2,864.92,1729.84,Garam Masala,161.97,85,
4754,717,2025-01-11,2067.85,1,3,1863,480,2,586.64,1173.28,Amul Milk,469.69,77,
4754,717,2025-01-11,2067.85,1,3,7722,438,1,754.16,754.16,Meat Masala,275.99,93,
4755,2922,2025-04-04,2037.69,3,2,1514,665,5,1361.43,6807.150000000001,Ready Soup,288.42,93,
4755,2922,2025-04-04,2037.69,3,2,7935,439,4,1303.77,5215.08,Masala Peanuts,310.17,86,
4755,2922,2025-04-04,2037.69,3,2,10741,312,3,1781.76,5345.28,Halwa,302.0,38,
4756,2389,2024-11-02,9773.89,3,2,10497,104,2,125.06,250.12,Honey Coated Nuts,152.07,49,
4757,2817,2024-11-10,5410.28,3,1,196,790,1,1488.94,1488.94,Balushahi,53.85,86,
4757,2817,2024-11-10,5410.28,3,1,3025,973,3,1638.82,4916.46,Cat Collar,53.09,63,
4757,2817,2024-11-10,5410.28,3,1,4912,402,4,1393.6,5574.4,Organic Mango,302.98,48,
4759,2591,2024-11-16,4683.44,1,2,279,880,2,1918.1,3836.2,Buffalo Ghee,350.01,25,
4759,2591,2024-11-16,4683.44,1,2,597,809,2,1711.21,3422.42,Ready Noodles,47.38,95,
4759,2591,2024-11-16,4683.44,1,2,1867,428,5,1082.59,5412.95,Chili Garlic Chutney,370.13,43,
4759,2591,2024-11-16,4683.44,1,2,3597,150,2,1219.5,2439.0,Soybean Oil,38.74,17,
4760,2517,2024-12-27,8802.96,6,1,5525,415,3,1536.53,4609.59,Kesari,143.82,65,
4762,538,2024-12-30,5823.27,3,1,1336,598,1,1648.62,1648.62,Instant Khichdi,65.39,100,
4762,538,2024-12-30,5823.27,3,1,3920,486,4,1065.59,4262.36,Baby Shampoo,232.27,12,
4762,538,2024-12-30,5823.27,3,1,6267,238,4,824.98,3299.92,Lady Finger,364.45,22,
4762,538,2024-12-30,5823.27,3,1,8641,319,4,1959.6,7838.4,Perfume,323.54,5,
4763,39,2025-07-28,7385.85,2,3,4709,39,2,206.01,412.02,Instant Noodles,107.31,82,
4763,39,2025-07-28,7385.85,2,3,6855,378,3,1706.59,5119.7699999999995,Til Laddu,353.8,26,
4764,723,2025-02-01,4818.66,5,4,1178,961,1,1542.24,1542.24,Dry Anjeer,221.6,80,
4764,723,2025-02-01,4818.66,5,4,2706,541,5,774.26,3871.3,Soan Papdi,384.44,23,
4764,723,2025-02-01,4818.66,5,4,5778,527,3,1004.49,3013.4700000000003,Soan Papdi,486.95,79,
4764,723,2025-02-01,4818.66,5,4,9461,43,2,1094.26,2188.52,South Indian Pickle,444.57,92,
4764,723,2025-02-01,4818.66,5,4,11456,356,2,1834.14,3668.28,Harpic,11.4,46,
4765,1890,2024-12-24,4975.18,2,1,10813,488,1,631.24,631.24,Correction Pen,199.33,36,
4765,1890,2024-12-24,4975.18,2,1,11339,57,2,323.04,646.08,Baby Powder,462.66,43,
4766,1574,2025-03-11,4088.97,6,3,5191,834,5,910.79,4553.95,Bisleri Soda,126.04,34,
4766,1574,2025-03-11,4088.97,6,3,6018,961,4,1051.52,4206.08,Dry Anjeer,221.6,80,
4766,1574,2025-03-11,4088.97,6,3,11513,725,1,717.72,717.72,Christmas Plum Cake,477.03,20,
4766,1574,2025-03-11,4088.97,6,3,11730,980,4,983.39,3933.56,Tofu Cubes,98.63,32,
4767,1592,2024-12-12,4252.16,3,1,3424,249,1,1682.68,1682.68,Biscotti,24.59,54,
4767,1592,2024-12-12,4252.16,3,1,9680,690,4,1739.57,6958.28,Pen,90.13,22,
4768,958,2024-11-24,9485.07,3,4,10837,275,3,726.18,2178.54,Instant Kheer,383.27,2,
4769,2459,2025-06-21,4445.05,2,1,1357,657,5,499.85,2499.25,Gujarati Pickle,495.74,13,
4770,2946,2025-05-10,1290.21,6,3,8885,714,5,119.65,598.25,Lemon Soda,457.18,15,
4771,2909,2025-01-20,5420.73,1,1,4461,786,3,418.67,1256.01,Low Fat Milk,96.61,53,
4771,2909,2025-01-20,5420.73,1,1,6931,283,1,382.37,382.37,Chaas,399.87,7,
4771,2909,2025-01-20,5420.73,1,1,11050,506,5,1393.47,6967.35,Frozen Cutlets,52.25,58,
4772,342,2024-11-13,7892.21,1,4,5018,794,2,1898.69,3797.38,Garam Masala,255.7,16,
4772,342,2024-11-13,7892.21,1,4,8217,718,3,1242.52,3727.56,Baby Plate,67.25,78,
4772,342,2024-11-13,7892.21,1,4,9446,451,3,590.25,1770.75,Diwali Sweets,203.32,67,
4772,342,2024-11-13,7892.21,1,4,11414,659,5,455.91,2279.55,Organic Butter,41.83,36,
4774,136,2025-02-09,3008.76,6,2,152,176,1,1800.9,1800.9,Ganesh Idol,475.94,54,
4774,136,2025-02-09,3008.76,6,2,4112,933,3,679.38,2038.1399999999999,Kalakand,115.26,56,
4774,136,2025-02-09,3008.76,6,2,11187,491,1,1540.01,1540.01,Chole,199.21,89,
4775,868,2024-10-27,1455.7,6,3,2795,503,2,406.29,812.58,Ice Tea,109.12,49,
4775,868,2024-10-27,1455.7,6,3,3188,893,4,591.4,2365.6,Lux,193.71,9,
4775,868,2024-10-27,1455.7,6,3,5944,760,4,1688.16,6752.64,Fanta,196.07,53,
4776,131,2025-06-27,1651.83,3,3,1404,818,2,108.85,217.7,Khakhra,54.34,39,
4777,1236,2025-06-26,7946.19,6,3,244,921,3,1542.71,4628.13,Cleaning Brush,359.97,55,
4778,2488,2024-10-17,5664.74,2,1,6503,622,4,629.0,2516.0,Organic Potato,277.01,8,
4779,2091,2024-08-14,4350.14,2,4,2528,383,2,713.16,1426.32,Cumin Powder,444.3,26,
4781,582,2025-03-07,3898.1,2,4,11883,207,4,1912.42,7649.68,Frozen Naan,306.2,66,
4783,1084,2025-02-12,5592.31,3,3,6941,862,5,890.7,4453.5,Mocktail Syrup,199.09,38,
4783,1084,2025-02-12,5592.31,3,3,8664,390,3,1854.34,5563.0199999999995,Dustpan,140.47,45,
4784,209,2024-10-18,7936.78,1,3,6083,109,3,1354.62,4063.8599999999997,Instant Uttapam,372.49,39,
4784,209,2024-10-18,7936.78,1,3,6825,63,3,1803.43,5410.29,Dates,132.77,80,
4785,2534,2025-07-25,8027.34,1,3,392,950,2,227.13,454.26,Garbage Bag,173.03,92,
4785,2534,2025-07-25,8027.34,1,3,8080,957,3,512.81,1538.4299999999998,Ganga Jal,494.99,82,
4786,2907,2025-05-27,2044.1,3,2,691,938,1,1488.0,1488.0,Sev,39.86,15,
4786,2907,2025-05-27,2044.1,3,2,8984,166,1,1045.59,1045.59,Scale,208.72,25,
4787,1406,2024-08-05,7370.46,6,4,3014,861,2,829.61,1659.22,Tawa,126.73,71,
4787,1406,2024-08-05,7370.46,6,4,6720,53,3,1183.95,3551.8500000000004,Rabri,59.17,75,
4787,1406,2024-08-05,7370.46,6,4,8933,658,1,1337.23,1337.23,Kasuri Methi,155.63,26,
4787,1406,2024-08-05,7370.46,6,4,10477,635,3,1102.49,3307.4700000000003,All Out,322.58,48,
4787,1406,2024-08-05,7370.46,6,4,11800,158,4,1155.66,4622.64,Tender Coconut,288.39,97,
4789,1912,2024-11-01,2178.2,6,2,384,596,4,186.16,744.64,Bath Tub,216.58,70,
4789,1912,2024-11-01,2178.2,6,2,4131,216,3,1850.65,5551.950000000001,Mint Mojito,476.32,42,
4789,1912,2024-11-01,2178.2,6,2,4253,277,2,657.72,1315.44,Storage Containers,25.78,33,
4789,1912,2024-11-01,2178.2,6,2,10812,662,3,1358.0,4074.0,Cleaning Cloth,497.35,37,
4790,415,2025-05-01,9638.96,4,1,6272,726,5,1853.86,9269.3,Besan,441.16,13,
4790,415,2025-05-01,9638.96,4,1,9850,768,5,574.63,2873.15,Instant Oats,478.2,36,
4790,415,2025-05-01,9638.96,4,1,11542,627,4,1293.08,5172.32,Kasuri Methi,97.07,31,
4792,2562,2024-11-01,3343.67,6,4,7876,557,5,1602.29,8011.45,Agarbatti,434.65,92,
4794,1785,2025-08-05,7633.88,3,2,7996,562,3,234.74,704.22,Bird Food,363.58,54,
4794,1785,2025-08-05,7633.88,3,2,8689,454,2,1056.42,2112.84,Sugar,428.25,7,
4794,1785,2025-08-05,7633.88,3,2,9369,238,3,685.3,2055.8999999999996,Lady Finger,364.45,22,
4794,1785,2025-08-05,7633.88,3,2,11543,137,3,228.46,685.38,South Indian Pickle,147.02,60,
4795,1743,2025-03-17,9137.69,3,2,7417,223,4,148.24,592.96,Maaza,338.05,78,
4796,1565,2024-08-27,3887.82,2,1,2860,802,5,1476.33,7381.65,Jalebi,184.68,37,
4797,561,2024-08-06,9063.73,6,1,5900,857,4,1832.99,7331.96,Mango Shake,115.68,100,
4797,561,2024-08-06,9063.73,6,1,9687,251,5,316.44,1582.2,Cluster Beans,386.63,82,
4798,1124,2025-07-23,7006.44,5,2,2837,789,2,1859.77,3719.54,Pet Carrier,29.63,39,
4798,1124,2025-07-23,7006.44,5,2,5257,338,1,1873.37,1873.37,Red Chili Powder,177.47,26,
4798,1124,2025-07-23,7006.44,5,2,6139,517,4,1686.93,6747.72,Caramelized Nuts,30.39,52,
4798,1124,2025-07-23,7006.44,5,2,11371,253,1,118.9,118.9,Bottle Gourd,366.55,10,
4799,668,2025-02-07,6175.71,3,4,11154,320,1,1311.37,1311.37,Pacifier,198.06,95,
4800,1889,2025-06-22,7233.83,6,2,4059,268,1,1488.84,1488.84,Sweet Lime,404.59,20,
4800,1889,2025-06-22,7233.83,6,2,8770,231,3,830.94,2492.82,Fanta,347.39,57,
4801,2880,2025-05-10,2924.0,3,3,3281,682,4,1397.83,5591.32,Dry Figs,284.73,81,
4801,2880,2025-05-10,2924.0,3,3,9086,535,2,1039.24,2078.48,Rose Milk,164.97,86,
4802,1225,2024-12-22,2024.82,6,1,5108,666,1,530.49,530.49,Duck Eggs,343.32,2,
4803,24,2025-01-21,9645.12,2,4,1137,591,3,636.2,1908.6000000000001,Ricotta,142.98,96,
4804,1944,2024-09-05,3604.25,1,4,11505,599,4,1093.35,4373.4,Dahi,58.36,55,
4805,1175,2024-10-13,5347.29,2,3,2747,214,1,386.53,386.53,Ready Mix Rasmalai,187.0,74,
4808,121,2025-07-03,4416.54,3,1,1397,780,1,887.27,887.27,Sweet Potato Chips,42.69,68,
4808,121,2025-07-03,4416.54,3,1,11968,65,1,1309.25,1309.25,Toasted Sesame Oil,271.49,3,
4809,1449,2025-04-30,5242.48,3,3,982,890,2,1027.39,2054.78,Organic Milk,121.44,93,
4809,1449,2025-04-30,5242.48,3,3,2224,883,3,207.37,622.11,Diya Stand,82.83,75,
4809,1449,2025-04-30,5242.48,3,3,8813,812,2,1819.21,3638.42,Stain Remover,187.59,5,
4810,1952,2024-08-19,4196.76,4,4,8023,620,1,1164.69,1164.69,Lemon Soda,414.36,77,
4811,1804,2025-05-10,4959.28,1,2,8939,678,3,1321.22,3963.66,Incense Stick,260.36,23,
4811,1804,2025-05-10,4959.28,1,2,10421,586,2,1217.44,2434.88,Dustbin,409.8,56,
4812,2974,2024-09-07,2557.99,2,1,7615,783,4,1815.54,7262.16,Fish Oil,188.61,28,
4812,2974,2024-09-07,2557.99,2,1,8352,866,5,1189.25,5946.25,Monster,328.72,55,
4812,2974,2024-09-07,2557.99,2,1,8567,832,1,1764.69,1764.69,Apple,309.23,29,
4812,2974,2024-09-07,2557.99,2,1,10611,110,1,305.8,305.8,Dussehra Bow & Arrow,52.75,90,
4813,1959,2025-07-28,2849.21,4,3,7442,910,4,354.23,1416.92,Pistachios,315.6,48,
4814,1550,2025-03-15,3439.08,1,3,368,522,3,204.58,613.74,Room Freshener,169.67,66,
4814,1550,2025-03-15,3439.08,1,3,4698,345,5,1028.13,5140.650000000001,Malt Drink Mix,484.84,3,
4814,1550,2025-03-15,3439.08,1,3,6613,968,4,1721.63,6886.52,Rose Milk,79.9,10,
4814,1550,2025-03-15,3439.08,1,3,8629,288,3,106.93,320.79,Garlic Powder,375.02,46,
4814,1550,2025-03-15,3439.08,1,3,9816,53,4,1827.92,7311.68,Rabri,59.17,75,
4816,2375,2025-06-09,3358.73,6,1,6939,412,5,1663.65,8318.25,Cockroach Gel,371.45,21,
4816,2375,2025-06-09,3358.73,6,1,7979,316,2,770.08,1540.16,Cashews,417.89,3,
4817,1749,2025-01-22,9235.83,6,4,4840,154,1,319.56,319.56,Masoor Dal,424.59,38,
4817,1749,2025-01-22,9235.83,6,4,9805,624,4,1243.3,4973.2,Flax Seeds,134.27,91,
4817,1749,2025-01-22,9235.83,6,4,10187,325,2,1201.11,2402.22,Dhoop,98.82,87,
4818,2854,2025-02-13,2294.86,4,4,1127,601,3,1383.61,4150.83,Ganesh Idol,306.89,82,
4818,2854,2025-02-13,2294.86,4,4,2922,960,4,709.81,2839.24,Honey,489.72,96,
4819,2613,2025-03-20,3805.83,2,3,9132,777,5,1632.05,8160.25,Baby Carrier,109.4,55,
4820,1121,2025-01-31,9291.57,2,2,530,261,1,1253.72,1253.72,Folder,283.07,93,
4820,1121,2025-01-31,9291.57,2,2,4444,987,4,1270.08,5080.32,Pear,392.77,28,
4820,1121,2025-01-31,9291.57,2,2,10458,58,3,922.9,2768.7,Black Salt,439.74,84,
4821,852,2025-01-15,9859.17,2,3,348,406,5,722.04,3610.2,Frozen Idli,279.5,26,
4821,852,2025-01-15,9859.17,2,3,3975,499,4,860.33,3441.32,Oven Gloves,83.46,50,
4822,1741,2024-09-24,8418.15,5,2,2329,362,2,824.77,1649.54,Milkmaid,152.52,69,
4822,1741,2024-09-24,8418.15,5,2,6345,412,1,1277.22,1277.22,Cockroach Gel,371.45,21,
4822,1741,2024-09-24,8418.15,5,2,10821,956,5,1062.76,5313.8,7 Up,156.6,1,
4823,2394,2025-01-06,6294.77,4,2,10600,279,2,1345.59,2691.18,Khaman Mix,74.61,35,
4824,1180,2025-05-01,8348.41,2,3,2811,882,5,597.29,2986.45,Cat Food,479.55,6,
4824,1180,2025-05-01,8348.41,2,3,4922,427,3,1416.62,4249.86,Farsan,372.74,5,
4824,1180,2025-05-01,8348.41,2,3,6218,267,5,1812.9,9064.5,Dhoop,76.9,56,
4824,1180,2025-05-01,8348.41,2,3,11400,714,4,593.09,2372.36,Lemon Soda,457.18,15,
4825,858,2025-06-18,3674.11,4,3,8787,135,3,488.13,1464.3899999999999,Ice Tea,285.6,28,
4826,1756,2024-09-13,5693.53,1,1,4994,955,2,1671.27,3342.54,Pet Nail Cutter,468.26,16,
4826,1756,2024-09-13,5693.53,1,1,7767,528,4,439.32,1757.28,Giloy Tablets,273.0,21,
4827,2677,2025-07-19,3486.0,3,3,10462,299,4,1283.53,5134.12,Papdi,29.06,24,
4828,2149,2024-12-10,2482.93,5,3,993,760,1,1007.33,1007.33,Fanta,196.07,53,
4828,2149,2024-12-10,2482.93,5,3,2296,187,4,692.56,2770.24,Duck Eggs,243.44,18,
4828,2149,2024-12-10,2482.93,5,3,9933,485,4,535.02,2140.08,Haldiram Bhujia,389.58,53,
4829,392,2024-09-18,4959.51,5,4,801,433,4,1489.18,5956.72,Apron,308.53,18,
4829,392,2024-09-18,4959.51,5,4,3336,311,5,1116.51,5582.55,Milkmaid,442.83,87,
4829,392,2024-09-18,4959.51,5,4,3386,969,4,1801.99,7207.96,BP Monitor,218.74,11,
4829,392,2024-09-18,4959.51,5,4,4322,163,2,1156.56,2313.12,Balaji Wafers,389.05,45,
4829,392,2024-09-18,4959.51,5,4,6563,896,4,1387.92,5551.68,Burger Buns,309.95,87,
4829,392,2024-09-18,4959.51,5,4,8242,174,4,778.05,3112.2,Hair Gel,417.46,96,
4829,392,2024-09-18,4959.51,5,4,11516,550,1,1918.64,1918.64,Plum Cake,95.2,2,
4831,484,2024-11-30,2802.13,1,2,3740,173,3,483.09,1449.27,Burger Buns,115.1,60,
4831,484,2024-11-30,2802.13,1,2,5777,772,1,1383.47,1383.47,Microwave Pasta,12.64,23,
4831,484,2024-11-30,2802.13,1,2,9413,653,3,385.88,1157.6399999999999,Disinfectant Spray,326.14,57,
4832,2051,2025-08-04,3617.09,5,3,11231,820,3,1587.11,4761.33,Omelette Mix,403.37,15,
