category_id,category_name,description,product_id,product_name,price,supplier_id
21,Health & Wellness,Cumque minima maiores perferendis vitae.,1241,Green Tea Bags,74.17,196
21,Health & Wellness,Cumque minima maiores perferendis vitae.,1250,Diabetic Biscuits,250.76,125
21,Health & Wellness,Cumque minima maiores perferendis vitae.,1256,Whey Protein,315.24,71
21,Health & Wellness,Cumque minima maiores perferendis vitae.,1266,Hot Water Bag,210.55,193
21,Health & Wellness,Cumque minima maiores perferendis vitae.,1275,Face Mask,447.3,56
21,Health & Wellness,Cumque minima maiores perferendis vitae.,1281,Thermometer,299.15,195
21,Health & Wellness,Cumque minima maiores perferendis vitae.,1325,Detox Tea,259.01,35
21,Health & Wellness,Cumque minima maiores perferendis vitae.,1351,Green Tea Bags,434.81,48
21,Health & Wellness,Cumque minima maiores perferendis vitae.,1355,Herbal Supplements,198.19,78
21,Health & Wellness,Cumque minima maiores perferendis vitae.,1391,Diabetic Biscuits,154.36,12
21,Health & Wellness,Cumque minima maiores perferendis vitae.,1408,Iron Tablets,250.83,122
21,Health & Wellness,Cumque minima maiores perferendis vitae.,1416,Chyawanprash,177.56,75
21,Health & Wellness,Cumque minima maiores perferendis vitae.,1429,Calcium Tablets,234.25,104
21,Health & Wellness,Cumque minima maiores perferendis vitae.,1496,Hot Water Bag,203.25,36
21,Health & Wellness,Cumque minima maiores perferendis vitae.,1514,Pain Relief Spray,401.31,108
21,Health & Wellness,Cumque minima maiores perferendis vitae.,1519,Calcium Tablets,400.54,168
21,Health & Wellness,Cumque minima maiores perferendis vitae.,1545,Spirulina,479.59,50
21,Health & Wellness,Cumque minima maiores perferendis vitae.,1597,Sugar-Free Tablets,59.66,175
21,Health & Wellness,Cumque minima maiores perferendis vitae.,1669,Chyawanprash,255.87,99
21,Health & Wellness,Cumque minima maiores perferendis vitae.,1687,Throat Lozenges,194.87,101
21,Health & Wellness,Cumque minima maiores perferendis vitae.,1704,Sugar-Free Tablets,391.59,61
21,Health & Wellness,Cumque minima maiores perferendis vitae.,1770,Diabetic Biscuits,17.78,62
21,Health & Wellness,Cumque minima maiores perferendis vitae.,1828,Throat Lozenges,284.01,23
21,Health & Wellness,Cumque minima maiores perferendis vitae.,1831,Iron Tablets,80.59,167
21,Health & Wellness,Cumque minima maiores perferendis vitae.,1853,Hand Sanitizer,251.45,185
21,Health & Wellness,Cumque minima maiores perferendis vitae.,1865,Face Mask,179.17,129
21,Health & Wellness,Cumque minima maiores perferendis vitae.,1873,Disinfectant Wipes,436.0,186
21,Health & Wellness,Cumque minima maiores perferendis vitae.,1879,Apple Cider Vinegar,174.51,57
21,Health & Wellness,Cumque minima maiores perferendis vitae.,1887,Pain Relief Spray,303.77,191
21,Health & Wellness,Cumque minima maiores perferendis vitae.,1946,Nebulizer,330.49,158
21,Health & Wellness,Cumque minima maiores perferendis vitae.,1971,Protein Bar,295.18,75
22,Meat & Seafood,Accusamus ea doloremque impedit molestias sint.,1053,Chicken Breast,273.13,24
22,Meat & Seafood,Accusamus ea doloremque impedit molestias sint.,1069,Fish Roe,303.19,106
22,Meat & Seafood,Accusamus ea doloremque impedit molestias sint.,1070,Anchovy,86.12,30
22,Meat & Seafood,Accusamus ea doloremque impedit molestias sint.,1075,Chicken Liver,377.52,125
22,Meat & Seafood,Accusamus ea doloremque impedit molestias sint.,1137,Brown Eggs,72.87,69
22,Meat & Seafood,Accusamus ea doloremque impedit molestias sint.,1160,Salmon,458.29,159
22,Meat & Seafood,Accusamus ea doloremque impedit molestias sint.,1163,Quail Eggs,440.83,94
22,Meat & Seafood,Accusamus ea doloremque impedit molestias sint.,1173,Chicken Tikka,170.9,15
22,Meat & Seafood,Accusamus ea doloremque impedit molestias sint.,1244,Anchovy,452.37,17
22,Meat & Seafood,Accusamus ea doloremque impedit molestias sint.,1259,Crab,378.17,106
22,Meat & Seafood,Accusamus ea doloremque impedit molestias sint.,1290,Chicken Salami,159.23,174
22,Meat & Seafood,Accusamus ea doloremque impedit molestias sint.,1295,Marinated Chicken,419.89,188
22,Meat & Seafood,Accusamus ea doloremque impedit molestias sint.,1328,Tuna,82.32,66
22,Meat & Seafood,Accusamus ea doloremque impedit molestias sint.,1337,Whole Chicken,226.18,18
22,Meat & Seafood,Accusamus ea doloremque impedit molestias sint.,1353,Catla Fish,192.38,117
22,Meat & Seafood,Accusamus ea doloremque impedit molestias sint.,1361,Boneless Chicken,435.97,84
22,Meat & Seafood,Accusamus ea doloremque impedit molestias sint.,1365,Fish Curry Cut,449.65,66
22,Meat & Seafood,Accusamus ea doloremque impedit molestias sint.,1421,Seafood Mix,20.12,44
22,Meat & Seafood,Accusamus ea doloremque impedit molestias sint.,1436,Salmon,436.01,74
22,Meat & Seafood,Accusamus ea doloremque impedit molestias sint.,1455,Fish Pickle,321.25,95
22,Meat & Seafood,Accusamus ea doloremque impedit molestias sint.,1456,Chicken Breast,215.76,184
22,Meat & Seafood,Accusamus ea doloremque impedit molestias sint.,1480,Chicken Thigh,311.13,172
22,Meat & Seafood,Accusamus ea doloremque impedit molestias sint.,1492,Catla Fish,67.25,35
22,Meat & Seafood,Accusamus ea doloremque impedit molestias sint.,1541,Rohu Fish,219.82,168
22,Meat & Seafood,Accusamus ea doloremque impedit molestias sint.,1574,Fish Roe,308.49,141
22,Meat & Seafood,Accusamus ea doloremque impedit molestias sint.,1627,Prawns,59.19,186
22,Meat & Seafood,Accusamus ea doloremque impedit molestias sint.,1639,Chicken Wings,183.08,91
22,Meat & Seafood,Accusamus ea doloremque impedit molestias sint.,1656,Anchovy,143.84,159
22,Meat & Seafood,Accusamus ea doloremque impedit molestias sint.,1692,Rohu Fish,360.66,142
22,Meat & Seafood,Accusamus ea doloremque impedit molestias sint.,1705,Tuna,35.3,155
22,Meat & Seafood,Accusamus ea doloremque impedit molestias sint.,1713,Fish Fillet,176.74,122
22,Meat & Seafood,Accusamus ea doloremque impedit molestias sint.,1717,Mutton Keema,88.59,17
22,Meat & Seafood,Accusamus ea doloremque impedit molestias sint.,1726,Whole Chicken,63.45,182
22,Meat & Seafood,Accusamus ea doloremque impedit molestias sint.,1786,Salmon,166.89,19
22,Meat & Seafood,Accusamus ea doloremque impedit molestias sint.,1800,Dry Fish,172.69,63
22,Meat & Seafood,Accusamus ea doloremque impedit molestias sint.,1822,Fish Fillet,390.17,79
22,Meat & Seafood,Accusamus ea doloremque impedit molestias sint.,1847,Chicken Thigh,362.67,78
22,Meat & Seafood,Accusamus ea doloremque impedit molestias sint.,1891,Chicken Nuggets,279.59,151
22,Meat & Seafood,Accusamus ea doloremque impedit molestias sint.,1895,Shellfish,237.72,27
22,Meat & Seafood,Accusamus ea doloremque impedit molestias sint.,1907,Mutton Keema,317.62,114
22,Meat & Seafood,Accusamus ea doloremque impedit molestias sint.,1909,Prawns,39.01,162
22,Meat & Seafood,Accusamus ea doloremque impedit molestias sint.,1914,Dry Fish,397.94,29
22,Meat & Seafood,Accusamus ea doloremque impedit molestias sint.,1941,Tuna,185.57,102
22,Meat & Seafood,Accusamus ea doloremque impedit molestias sint.,1942,Fish Curry Cut,136.69,199
22,Meat & Seafood,Accusamus ea doloremque impedit molestias sint.,1961,Prawns,400.09,49
23,Organic Products,Blanditiis ad fugiat similique voluptatum.,1049,Organic Tea,120.12,61
23,Organic Products,Blanditiis ad fugiat similique voluptatum.,1084,Organic Ghee,263.58,75
23,Organic Products,Blanditiis ad fugiat similique voluptatum.,1096,Organic Soup Mix,463.67,36
23,Organic Products,Blanditiis ad fugiat similique voluptatum.,1108,Organic Ghee,407.71,179
23,Organic Products,Blanditiis ad fugiat similique voluptatum.,1114,Organic Paneer,107.7,165
23,Organic Products,Blanditiis ad fugiat similique voluptatum.,1132,Organic Red Chili,100.24,197
23,Organic Products,Blanditiis ad fugiat similique voluptatum.,1139,Organic Eggs,251.22,94
23,Organic Products,Blanditiis ad fugiat similique voluptatum.,1148,Organic Milk,327.65,69
23,Organic Products,Blanditiis ad fugiat similique voluptatum.,1188,Organic Eggs,344.28,62
23,Organic Products,Blanditiis ad fugiat similique voluptatum.,1196,Organic Jaggery,487.44,155
23,Organic Products,Blanditiis ad fugiat similique voluptatum.,1257,Organic Honey,192.86,193
23,Organic Products,Blanditiis ad fugiat similique voluptatum.,1269,Organic Mustard Oil,163.82,7
23,Organic Products,Blanditiis ad fugiat similique voluptatum.,1309,Organic Noodles,469.48,114
23,Organic Products,Blanditiis ad fugiat similique voluptatum.,1345,Organic Muesli,241.5,179
23,Organic Products,Blanditiis ad fugiat similique voluptatum.,1352,Organic Spices,32.95,161
23,Organic Products,Blanditiis ad fugiat similique voluptatum.,1376,Organic Flour,320.12,143
23,Organic Products,Blanditiis ad fugiat similique voluptatum.,1394,Organic Soup Mix,18.4,191
23,Organic Products,Blanditiis ad fugiat similique voluptatum.,1439,Organic Cornflakes,19.09,43
23,Organic Products,Blanditiis ad fugiat similique voluptatum.,1449,Organic Cumin,408.77,23
23,Organic Products,Blanditiis ad fugiat similique voluptatum.,1461,Organic Coriander,77.26,4
23,Organic Products,Blanditiis ad fugiat similique voluptatum.,1481,Organic Mango,231.31,87
23,Organic Products,Blanditiis ad fugiat similique voluptatum.,1485,Organic Eggs,19.83,99
23,Organic Products,Blanditiis ad fugiat similique voluptatum.,1595,Organic Apple,369.83,158
23,Organic Products,Blanditiis ad fugiat similique voluptatum.,1610,Organic Jam,274.46,49
23,Organic Products,Blanditiis ad fugiat similique voluptatum.,1680,Organic Mustard Oil,468.26,151
23,Organic Products,Blanditiis ad fugiat similique voluptatum.,1745,Organic Noodles,322.95,101
23,Organic Products,Blanditiis ad fugiat similique voluptatum.,1767,Organic Honey,207.7,200
23,Organic Products,Blanditiis ad fugiat similique voluptatum.,1938,Organic Mango,179.89,123
24,Cleaning & Laundry,Distinctio incidunt explicabo.,1161,Washing Powder,414.87,29
24,Cleaning & Laundry,Distinctio incidunt explicabo.,1170,Insect Spray,219.96,123
24,Cleaning & Laundry,Distinctio incidunt explicabo.,1185,Steel Scrubber,270.07,34
24,Cleaning & Laundry,Distinctio incidunt explicabo.,1209,Cleaning Duster,367.77,69
24,Cleaning & Laundry,Distinctio incidunt explicabo.,1216,Drain Cleaner,447.33,197
24,Cleaning & Laundry,Distinctio incidunt explicabo.,1224,Dustbin,234.82,130
24,Cleaning & Laundry,Distinctio incidunt explicabo.,1270,Dustbin,155.5,19
24,Cleaning & Laundry,Distinctio incidunt explicabo.,1278,Laundry Basket,32.77,9
24,Cleaning & Laundry,Distinctio incidunt explicabo.,1326,Washing Powder,200.47,31
24,Cleaning & Laundry,Distinctio incidunt explicabo.,1332,Dustpan,124.61,2
24,Cleaning & Laundry,Distinctio incidunt explicabo.,1342,Wiper,419.47,120
24,Cleaning & Laundry,Distinctio incidunt explicabo.,1346,Laundry Basket,201.6,128
24,Cleaning & Laundry,Distinctio incidunt explicabo.,1390,Laundry Bag,139.59,66
24,Cleaning & Laundry,Distinctio incidunt explicabo.,1401,Insect Spray,137.03,97
24,Cleaning & Laundry,Distinctio incidunt explicabo.,1433,Room Spray,335.81,122
24,Cleaning & Laundry,Distinctio incidunt explicabo.,1446,Napthalene Balls,140.61,182
24,Cleaning & Laundry,Distinctio incidunt explicabo.,1533,Hand Gloves,253.14,170
24,Cleaning & Laundry,Distinctio incidunt explicabo.,1535,Disinfectant Spray,124.26,169
24,Cleaning & Laundry,Distinctio incidunt explicabo.,1540,Napthalene Balls,142.53,14
24,Cleaning & Laundry,Distinctio incidunt explicabo.,1591,Kitchen Cleaner,222.11,123
24,Cleaning & Laundry,Distinctio incidunt explicabo.,1592,Stain Remover,270.35,112
24,Cleaning & Laundry,Distinctio incidunt explicabo.,1594,Laundry Basket,89.13,68
24,Cleaning & Laundry,Distinctio incidunt explicabo.,1619,Stain Remover,152.38,186
24,Cleaning & Laundry,Distinctio incidunt explicabo.,1654,Dustbin,156.65,14
24,Cleaning & Laundry,Distinctio incidunt explicabo.,1688,Bleach,123.34,48
24,Cleaning & Laundry,Distinctio incidunt explicabo.,1696,Surface Cleaner,419.75,128
24,Cleaning & Laundry,Distinctio incidunt explicabo.,1702,Insect Spray,394.72,42
24,Cleaning & Laundry,Distinctio incidunt explicabo.,1729,Toilet Brush,23.44,129
24,Cleaning & Laundry,Distinctio incidunt explicabo.,1736,Washing Powder,194.82,61
24,Cleaning & Laundry,Distinctio incidunt explicabo.,1874,All-Purpose Cleaner,150.38,174
24,Cleaning & Laundry,Distinctio incidunt explicabo.,1880,Floor Cleaner,81.98,200
24,Cleaning & Laundry,Distinctio incidunt explicabo.,1926,Window Wiper,411.79,163
24,Cleaning & Laundry,Distinctio incidunt explicabo.,1933,Toilet Freshener,492.93,96
24,Cleaning & Laundry,Distinctio incidunt explicabo.,1936,Cockroach Gel,419.67,136
25,Kitchen Essentials,Ipsa aliquid accusantium earum.,1014,Strainer,311.15,157
25,Kitchen Essentials,Ipsa aliquid accusantium earum.,1021,Water Bottle,437.74,80
25,Kitchen Essentials,Ipsa aliquid accusantium earum.,1046,Kadai,138.19,6
25,Kitchen Essentials,Ipsa aliquid accusantium earum.,1101,Tawa,218.89,148
25,Kitchen Essentials,Ipsa aliquid accusantium earum.,1157,Lemon Squeezer,374.98,124
25,Kitchen Essentials,Ipsa aliquid accusantium earum.,1182,Lemon Squeezer,136.72,98
25,Kitchen Essentials,Ipsa aliquid accusantium earum.,1245,Tiffin Box,388.11,123
25,Kitchen Essentials,Ipsa aliquid accusantium earum.,1358,Salt Shaker,244.22,72
25,Kitchen Essentials,Ipsa aliquid accusantium earum.,1442,Storage Containers,205.26,184
25,Kitchen Essentials,Ipsa aliquid accusantium earum.,1585,Tawa,346.42,68
25,Kitchen Essentials,Ipsa aliquid accusantium earum.,1586,Rolling Pin,464.5,104
25,Kitchen Essentials,Ipsa aliquid accusantium earum.,1685,Masala Dabba,100.3,41
25,Kitchen Essentials,Ipsa aliquid accusantium earum.,1787,Lunch Box,47.4,16
25,Kitchen Essentials,Ipsa aliquid accusantium earum.,1803,Thermos Flask,170.65,160
25,Kitchen Essentials,Ipsa aliquid accusantium earum.,1809,Oven Gloves,214.46,42
25,Kitchen Essentials,Ipsa aliquid accusantium earum.,1814,Water Bottle,419.24,62
25,Kitchen Essentials,Ipsa aliquid accusantium earum.,1824,Peeler,52.49,90
25,Kitchen Essentials,Ipsa aliquid accusantium earum.,1875,Chapati Board,328.31,105
25,Kitchen Essentials,Ipsa aliquid accusantium earum.,1943,Kadai,335.04,128
25,Kitchen Essentials,Ipsa aliquid accusantium earum.,1949,Strainer,224.99,14
25,Kitchen Essentials,Ipsa aliquid accusantium earum.,1973,Apron,331.85,116
25,Kitchen Essentials,Ipsa aliquid accusantium earum.,1975,Oil Dispenser,83.55,66
25,Kitchen Essentials,Ipsa aliquid accusantium earum.,1978,Thermos Flask,455.09,149
25,Kitchen Essentials,Ipsa aliquid accusantium earum.,1982,Serving Spoon,194.33,127
26,Ready to Cook,Cupiditate quidem in quidem.,1013,Frozen Naan,90.33,140
26,Ready to Cook,Cupiditate quidem in quidem.,1015,Instant Upma,19.51,95
26,Ready to Cook,Cupiditate quidem in quidem.,1085,Microwave Pasta,421.67,89
26,Ready to Cook,Cupiditate quidem in quidem.,1167,Frozen Veg Cutlet,409.05,3
26,Ready to Cook,Cupiditate quidem in quidem.,1176,Ready Bhindi Fry,290.61,182
26,Ready to Cook,Cupiditate quidem in quidem.,1205,Ready Pulao,60.55,181
26,Ready to Cook,Cupiditate quidem in quidem.,1226,Ready Dosa Batter,285.14,89
26,Ready to Cook,Cupiditate quidem in quidem.,1235,Frozen Kebab,131.02,189
26,Ready to Cook,Cupiditate quidem in quidem.,1239,Instant Uttapam,328.51,81
26,Ready to Cook,Cupiditate quidem in quidem.,1261,Ready Dosa Batter,415.33,178
26,Ready to Cook,Cupiditate quidem in quidem.,1264,Instant Upma,254.84,84
26,Ready to Cook,Cupiditate quidem in quidem.,1273,Frozen Kebab,34.22,133
26,Ready to Cook,Cupiditate quidem in quidem.,1299,Instant Poha,405.92,22
26,Ready to Cook,Cupiditate quidem in quidem.,1310,Ready Bhindi Fry,159.66,84
26,Ready to Cook,Cupiditate quidem in quidem.,1362,Ready Pizza Base,183.78,171
26,Ready to Cook,Cupiditate quidem in quidem.,1372,Frozen Kebab,291.3,180
26,Ready to Cook,Cupiditate quidem in quidem.,1392,Frozen Malai Kofta,497.57,28
26,Ready to Cook,Cupiditate quidem in quidem.,1402,Ready Noodles,400.13,132
26,Ready to Cook,Cupiditate quidem in quidem.,1435,Ready Mix Halwa,416.87,167
26,Ready to Cook,Cupiditate quidem in quidem.,1445,Ready Bhindi Fry,165.77,166
26,Ready to Cook,Cupiditate quidem in quidem.,1458,Frozen Samosa,196.2,23
26,Ready to Cook,Cupiditate quidem in quidem.,1479,Instant Uttapam,486.05,169
26,Ready to Cook,Cupiditate quidem in quidem.,1507,Ready Pizza Base,274.97,125
26,Ready to Cook,Cupiditate quidem in quidem.,1513,Frozen Naan,343.23,140
26,Ready to Cook,Cupiditate quidem in quidem.,1529,Instant Pasta,100.76,52
26,Ready to Cook,Cupiditate quidem in quidem.,1537,Frozen Kebab,480.5,190
26,Ready to Cook,Cupiditate quidem in quidem.,1538,Instant Uttapam,211.41,165
26,Ready to Cook,Cupiditate quidem in quidem.,1543,Ready Mix Gulab Jamun,24.52,183
26,Ready to Cook,Cupiditate quidem in quidem.,1544,Frozen Idli,74.86,181
26,Ready to Cook,Cupiditate quidem in quidem.,1566,Instant Biryani,46.24,99
26,Ready to Cook,Cupiditate quidem in quidem.,1572,Frozen Paratha,283.28,100
26,Ready to Cook,Cupiditate quidem in quidem.,1652,Microwave Pasta,220.31,51
26,Ready to Cook,Cupiditate quidem in quidem.,1689,Ready Mix Rasmalai,30.4,60
26,Ready to Cook,Cupiditate quidem in quidem.,1720,Ready Chapati,496.52,86
26,Ready to Cook,Cupiditate quidem in quidem.,1848,Instant Pasta,171.88,155
26,Ready to Cook,Cupiditate quidem in quidem.,1882,Frozen Naan,270.96,146
26,Ready to Cook,Cupiditate quidem in quidem.,1929,Ready Bhindi Fry,455.85,188
26,Ready to Cook,Cupiditate quidem in quidem.,1960,Ready Mix Halwa,409.09,54
26,Ready to Cook,Cupiditate quidem in quidem.,1965,Instant Kheer,350.1,166
26,Ready to Cook,Cupiditate quidem in quidem.,1988,Frozen Samosa,199.36,117
27,Sweets & Desserts,Aliquid iste fugit architecto minima.,1011,Puran Poli,199.08,132
27,Sweets & Desserts,Aliquid iste fugit architecto minima.,1018,Chocolate Mousse,254.32,9
27,Sweets & Desserts,Aliquid iste fugit architecto minima.,1073,Rasgulla,231.7,193
27,Sweets & Desserts,Aliquid iste fugit architecto minima.,1127,Ladoo,274.52,20
27,Sweets & Desserts,Aliquid iste fugit architecto minima.,1158,Ice Cream,146.62,74
27,Sweets & Desserts,Aliquid iste fugit architecto minima.,1207,Til Laddu,198.78,120
27,Sweets & Desserts,Aliquid iste fugit architecto minima.,1288,Soan Papdi,415.95,191
27,Sweets & Desserts,Aliquid iste fugit architecto minima.,1297,Brownie,188.63,40
27,Sweets & Desserts,Aliquid iste fugit architecto minima.,1308,Donut,356.83,156
27,Sweets & Desserts,Aliquid iste fugit architecto minima.,1357,Halwa,213.21,101
27,Sweets & Desserts,Aliquid iste fugit architecto minima.,1388,Pastry,458.24,26
27,Sweets & Desserts,Aliquid iste fugit architecto minima.,1397,Mysore Pak,86.61,183
27,Sweets & Desserts,Aliquid iste fugit architecto minima.,1417,Halwa,83.63,87
27,Sweets & Desserts,Aliquid iste fugit architecto minima.,1490,Brownie,339.79,166
27,Sweets & Desserts,Aliquid iste fugit architecto minima.,1498,Peda,458.95,160
27,Sweets & Desserts,Aliquid iste fugit architecto minima.,1505,Jalebi,20.31,170
27,Sweets & Desserts,Aliquid iste fugit architecto minima.,1578,Puran Poli,10.53,138
27,Sweets & Desserts,Aliquid iste fugit architecto minima.,1634,Basundi,428.32,66
27,Sweets & Desserts,Aliquid iste fugit architecto minima.,1658,Rasgulla,326.65,51
27,Sweets & Desserts,Aliquid iste fugit architecto minima.,1683,Kulfi,195.73,135
27,Sweets & Desserts,Aliquid iste fugit architecto minima.,1722,Barfi,373.99,54
27,Sweets & Desserts,Aliquid iste fugit architecto minima.,1755,Soan Papdi,406.43,93
27,Sweets & Desserts,Aliquid iste fugit architecto minima.,1818,Tiramisu,155.64,91
27,Sweets & Desserts,Aliquid iste fugit architecto minima.,1903,Tiramisu,209.48,97
27,Sweets & Desserts,Aliquid iste fugit architecto minima.,1947,Balushahi,130.67,182
28,Beverage Mixes,A doloremque ab fugit fugit.,1058,Masala Milk Mix,365.53,38
28,Beverage Mixes,A doloremque ab fugit fugit.,1063,Mocktail Syrup,369.9,123
28,Beverage Mixes,A doloremque ab fugit fugit.,1078,Jeera Soda Mix,49.86,123
28,Beverage Mixes,A doloremque ab fugit fugit.,1081,Hot Chocolate Mix,396.67,23
28,Beverage Mixes,A doloremque ab fugit fugit.,1102,Badam Milk Mix,129.88,66
28,Beverage Mixes,A doloremque ab fugit fugit.,1146,Lassi Mix,107.67,149
28,Beverage Mixes,A doloremque ab fugit fugit.,1156,Strawberry Crush,293.37,99
28,Beverage Mixes,A doloremque ab fugit fugit.,1172,Digestive Drink Mix,198.94,106
28,Beverage Mixes,A doloremque ab fugit fugit.,1246,Mocktail Syrup,301.59,43
28,Beverage Mixes,A doloremque ab fugit fugit.,1363,Cocktail Syrup,162.57,162
28,Beverage Mixes,A doloremque ab fugit fugit.,1364,Digestive Drink Mix,139.3,20
28,Beverage Mixes,A doloremque ab fugit fugit.,1369,Instant Coffee,92.91,195
28,Beverage Mixes,A doloremque ab fugit fugit.,1511,Energy Drink Powder,73.35,33
28,Beverage Mixes,A doloremque ab fugit fugit.,1518,Malt Drink Mix,285.85,178
28,Beverage Mixes,A doloremque ab fugit fugit.,1530,Mint Drink Mix,109.41,138
28,Beverage Mixes,A doloremque ab fugit fugit.,1534,Badam Milk Mix,238.04,49
28,Beverage Mixes,A doloremque ab fugit fugit.,1590,Jaljeera Mix,148.94,71
28,Beverage Mixes,A doloremque ab fugit fugit.,1596,Khus Syrup,48.1,103
28,Beverage Mixes,A doloremque ab fugit fugit.,1598,Lassi Mix,246.65,135
28,Beverage Mixes,A doloremque ab fugit fugit.,1615,Strawberry Crush,447.48,66
28,Beverage Mixes,A doloremque ab fugit fugit.,1624,Rose Syrup,159.53,38
28,Beverage Mixes,A doloremque ab fugit fugit.,1645,Masala Milk Mix,137.38,86
28,Beverage Mixes,A doloremque ab fugit fugit.,1650,Digestive Drink Mix,137.22,17
28,Beverage Mixes,A doloremque ab fugit fugit.,1664,Milk Shake Mix,215.57,150
28,Beverage Mixes,A doloremque ab fugit fugit.,1706,Cold Coffee Mix,415.49,48
28,Beverage Mixes,A doloremque ab fugit fugit.,1750,Falooda Mix,158.48,109
28,Beverage Mixes,A doloremque ab fugit fugit.,1784,Fruit Squash,42.11,63
28,Beverage Mixes,A doloremque ab fugit fugit.,1827,Khus Syrup,91.08,151
28,Beverage Mixes,A doloremque ab fugit fugit.,1836,Badam Milk Mix,229.95,133
28,Beverage Mixes,A doloremque ab fugit fugit.,1843,Instant Soup Mix,464.16,130
28,Beverage Mixes,A doloremque ab fugit fugit.,1892,Instant Chai Premix,207.01,77
28,Beverage Mixes,A doloremque ab fugit fugit.,1918,Thandai Mix,378.2,73
28,Beverage Mixes,A doloremque ab fugit fugit.,1945,Milk Shake Mix,274.01,103
28,Beverage Mixes,A doloremque ab fugit fugit.,1985,Milk Shake Mix,389.02,43
29,Seasonal Specials,Atque odio odio error.,1009,Raksha Bandhan Sweets,229.6,35
29,Seasonal Specials,Atque odio odio error.,1026,Festival Lights,253.08,175
29,Seasonal Specials,Atque odio odio error.,1037,Holi Colors,301.87,196
29,Seasonal Specials,Atque odio odio error.,1059,Lohri Popcorn,37.62,155
29,Seasonal Specials,Atque odio odio error.,1083,Janmashtami Flute,73.91,127
29,Seasonal Specials,Atque odio odio error.,1107,Dussehra Bow & Arrow,87.67,152
29,Seasonal Specials,Atque odio odio error.,1118,Holi Colors,376.21,32
29,Seasonal Specials,Atque odio odio error.,1128,Ganesh Idol,346.52,59
29,Seasonal Specials,Atque odio odio error.,1219,Janmashtami Flute,240.79,144
29,Seasonal Specials,Atque odio odio error.,1227,Karwa Chauth Thali,199.77,33
29,Seasonal Specials,Atque odio odio error.,1233,Dussehra Bow & Arrow,248.07,193
29,Seasonal Specials,Atque odio odio error.,1248,Onam Chips,251.74,181
29,Seasonal Specials,Atque odio odio error.,1265,Valentine Roses,331.65,89
29,Seasonal Specials,Atque odio odio error.,1293,Raksha Bandhan Sweets,447.08,10
29,Seasonal Specials,Atque odio odio error.,1303,Dussehra Bow & Arrow,139.11,84
29,Seasonal Specials,Atque odio odio error.,1404,Raksha Bandhan Sweets,32.97,34
29,Seasonal Specials,Atque odio odio error.,1411,Dussehra Bow & Arrow,304.98,68
29,Seasonal Specials,Atque odio odio error.,1463,Navratri Garba Dress,311.49,65
29,Seasonal Specials,Atque odio odio error.,1478,Diya Stand,294.41,6
29,Seasonal Specials,Atque odio odio error.,1509,Ganesh Idol,342.45,196
29,Seasonal Specials,Atque odio odio error.,1520,Festival Lights,339.52,163
29,Seasonal Specials,Atque odio odio error.,1605,Diya Stand,412.48,139
29,Seasonal Specials,Atque odio odio error.,1614,Festival Garland,478.79,109
29,Seasonal Specials,Atque odio odio error.,1622,Durga Idol,379.29,139
29,Seasonal Specials,Atque odio odio error.,1646,Rakhi,405.01,178
29,Seasonal Specials,Atque odio odio error.,1659,Valentine Chocolates,266.7,190
29,Seasonal Specials,Atque odio odio error.,1661,Til Laddu,305.91,93
29,Seasonal Specials,Atque odio odio error.,1678,Christmas Plum Cake,165.72,90
29,Seasonal Specials,Atque odio odio error.,1815,Vrat Sabudana,205.29,42
29,Seasonal Specials,Atque odio odio error.,1872,Ganpati Decoration,143.58,155
29,Seasonal Specials,Atque odio odio error.,1896,Makar Sankranti Til,136.98,118
29,Seasonal Specials,Atque odio odio error.,1901,Holi Gujiya,237.13,181
29,Seasonal Specials,Atque odio odio error.,1939,Durga Idol,226.31,109
30,Cold Beverages,Voluptas placeat soluta quos occaecati.,1116,Iced Americano,442.88,29
30,Cold Beverages,Voluptas placeat soluta quos occaecati.,1134,Energy Drinks,322.55,159
30,Cold Beverages,Voluptas placeat soluta quos occaecati.,1159,Soft Drinks,160.19,36
30,Cold Beverages,Voluptas placeat soluta quos occaecati.,1180,Jeera Soda,245.21,59
30,Cold Beverages,Voluptas placeat soluta quos occaecati.,1206,Jaljeera,325.03,24
30,Cold Beverages,Voluptas placeat soluta quos occaecati.,1214,Thandai,73.66,55
30,Cold Beverages,Voluptas placeat soluta quos occaecati.,1277,Mocktail,236.73,188
30,Cold Beverages,Voluptas placeat soluta quos occaecati.,1289,Litchi Juice,346.75,179
30,Cold Beverages,Voluptas placeat soluta quos occaecati.,1314,Chocolate Shake,64.31,184
30,Cold Beverages,Voluptas placeat soluta quos occaecati.,1320,Thandai,156.51,172
30,Cold Beverages,Voluptas placeat soluta quos occaecati.,1334,Mint Cooler,269.77,163
30,Cold Beverages,Voluptas placeat soluta quos occaecati.,1348,Milkshake,87.81,166
30,Cold Beverages,Voluptas placeat soluta quos occaecati.,1360,Chaas,488.67,45
30,Cold Beverages,Voluptas placeat soluta quos occaecati.,1384,Lemon Iced Tea,107.38,94
30,Cold Beverages,Voluptas placeat soluta quos occaecati.,1504,Flavored Milk,68.72,135
30,Cold Beverages,Voluptas placeat soluta quos occaecati.,1601,Iced Americano,442.46,8
30,Cold Beverages,Voluptas placeat soluta quos occaecati.,1609,Iced Americano,242.67,140
