loyalty_id,customer_id,points,last_updated
2547,429,713,2025-08-06 14:52:26.650450
2548,2930,131,2025-08-06 14:52:26.650466
2549,1832,189,2025-08-06 14:52:26.650481
2550,579,838,2025-08-06 14:52:26.650496
2551,3,499,2025-08-06 14:52:26.650511
2552,451,223,2025-08-06 14:52:26.650526
2553,1745,652,2025-08-06 14:52:26.650541
2554,581,609,2025-08-06 14:52:26.650556
2555,2176,798,2025-08-06 14:52:26.650571
2556,2827,915,2025-08-06 14:52:26.650594
2557,1483,770,2025-08-06 14:52:26.650630
2558,2506,966,2025-08-06 14:52:26.650662
2559,133,206,2025-08-06 14:52:26.650681
2560,2066,234,2025-08-06 14:52:26.650696
2561,2011,527,2025-08-06 14:52:26.650714
2562,1626,670,2025-08-06 14:52:26.650732
2563,1382,704,2025-08-06 14:52:26.650747
2564,1148,824,2025-08-06 14:52:26.650762
2565,2024,75,2025-08-06 14:52:26.650777
2566,883,576,2025-08-06 14:52:26.650793
2567,2045,318,2025-08-06 14:52:26.650807
2568,255,582,2025-08-06 14:52:26.650822
2569,1828,959,2025-08-06 14:52:26.650838
2570,1825,744,2025-08-06 14:52:26.650852
2571,2757,32,2025-08-06 14:52:26.650867
2572,892,760,2025-08-06 14:52:26.650882
2573,1927,34,2025-08-06 14:52:26.650898
2574,2328,416,2025-08-06 14:52:26.650913
2575,2703,681,2025-08-06 14:52:26.650928
2576,1072,145,2025-08-06 14:52:26.650944
2577,2600,156,2025-08-06 14:52:26.650959
2578,1392,390,2025-08-06 14:52:26.650975
2579,2610,388,2025-08-06 14:52:26.650990
2580,9,235,2025-08-06 14:52:26.651005
2581,923,877,2025-08-06 14:52:26.651021
2582,2721,455,2025-08-06 14:52:26.651036
2583,575,289,2025-08-06 14:52:26.651051
2584,1244,23,2025-08-06 14:52:26.651066
2585,544,516,2025-08-06 14:52:26.651082
2586,605,710,2025-08-06 14:52:26.651097
2587,1610,597,2025-08-06 14:52:26.651113
2588,652,477,2025-08-06 14:52:26.651128
2589,1797,280,2025-08-06 14:52:26.651143
2590,2095,953,2025-08-06 14:52:26.651158
2591,1882,679,2025-08-06 14:52:26.651173
2592,2115,715,2025-08-06 14:52:26.651189
2593,109,765,2025-08-06 14:52:26.651204
2594,983,820,2025-08-06 14:52:26.651219
2595,1652,817,2025-08-06 14:52:26.651235
2596,820,614,2025-08-06 14:52:26.651250
2597,508,263,2025-08-06 14:52:26.651265
2598,2094,343,2025-08-06 14:52:26.651280
2599,1647,267,2025-08-06 14:52:26.651295
2600,1719,24,2025-08-06 14:52:26.651311
2601,64,220,2025-08-06 14:52:26.651327
2602,1886,966,2025-08-06 14:52:26.651342
2603,1094,917,2025-08-06 14:52:26.651358
2604,203,271,2025-08-06 14:52:26.651374
2605,2883,133,2025-08-06 14:52:26.651389
2606,1153,364,2025-08-06 14:52:26.651404
2607,565,685,2025-08-06 14:52:26.651419
2608,1221,742,2025-08-06 14:52:26.651435
2609,1558,60,2025-08-06 14:52:26.651450
2610,279,992,2025-08-06 14:52:26.651465
2611,1077,70,2025-08-06 14:52:26.651480
2612,969,969,2025-08-06 14:52:26.651495
2613,786,254,2025-08-06 14:52:26.651512
2614,1136,651,2025-08-06 14:52:26.651527
2615,2140,28,2025-08-06 14:52:26.651542
2616,860,50,2025-08-06 14:52:26.651557
2617,2365,980,2025-08-06 14:52:26.651572
2618,2763,380,2025-08-06 14:52:26.651588
2619,1287,818,2025-08-06 14:52:26.651603
2620,2060,317,2025-08-06 14:52:26.651617
2621,2412,706,2025-08-06 14:52:26.651632
2622,1769,775,2025-08-06 14:52:26.651647
2623,858,497,2025-08-06 14:52:26.651662
2624,996,201,2025-08-06 14:52:26.651677
2625,843,119,2025-08-06 14:52:26.651692
2626,1292,597,2025-08-06 14:52:26.651709
2627,2336,116,2025-08-06 14:52:26.651725
2628,996,792,2025-08-06 14:52:26.651739
2629,667,686,2025-08-06 14:52:26.651754
2630,2722,589,2025-08-06 14:52:26.651769
2631,323,231,2025-08-06 14:52:26.651784
2632,2694,227,2025-08-06 14:52:26.651799
2633,2968,1000,2025-08-06 14:52:26.651814
2634,1135,494,2025-08-06 14:52:26.651829
2635,170,360,2025-08-06 14:52:26.651844
2636,1748,296,2025-08-06 14:52:26.651859
2637,999,133,2025-08-06 14:52:26.651875
2638,2571,767,2025-08-06 14:52:26.651890
2639,300,780,2025-08-06 14:52:26.651905
2640,2416,502,2025-08-06 14:52:26.651920
2641,1635,582,2025-08-06 14:52:26.651936
2642,1022,988,2025-08-06 14:52:26.651951
2643,1108,567,2025-08-06 14:52:26.651966
2644,2385,809,2025-08-06 14:52:26.651982
2645,968,634,2025-08-06 14:52:26.651997
2646,2879,743,2025-08-06 14:52:26.652012
2647,649,1,2025-08-06 14:52:26.652027
2648,1267,842,2025-08-06 14:52:26.652043
2649,1164,87,2025-08-06 14:52:26.652058
2650,1648,363,2025-08-06 14:52:26.652073
2651,233,353,2025-08-06 14:52:26.652088
2652,2652,328,2025-08-06 14:52:26.652103
2653,2191,657,2025-08-06 14:52:26.652119
2654,2958,779,2025-08-06 14:52:26.652134
2655,2530,714,2025-08-06 14:52:26.652149
2656,2737,910,2025-08-06 14:52:26.652164
2657,2838,751,2025-08-06 14:52:26.652180
2658,2219,726,2025-08-06 14:52:26.652195
2659,2998,530,2025-08-06 14:52:26.652210
2660,133,927,2025-08-06 14:52:26.652225
2661,1088,507,2025-08-06 14:52:26.652240
2662,2266,674,2025-08-06 14:52:26.652256
2663,1771,515,2025-08-06 14:52:26.652271
2664,277,709,2025-08-06 14:52:26.652287
2665,17,387,2025-08-06 14:52:26.652302
2666,1411,631,2025-08-06 14:52:26.652318
2667,175,881,2025-08-06 14:52:26.652333
2668,1736,557,2025-08-06 14:52:26.652348
2669,2019,534,2025-08-06 14:52:26.652364
2670,1465,614,2025-08-06 14:52:26.652380
2671,2685,649,2025-08-06 14:52:26.652395
2672,115,596,2025-08-06 14:52:26.652410
2673,2470,494,2025-08-06 14:52:26.652425
2674,2685,845,2025-08-06 14:52:26.652440
2675,2884,62,2025-08-06 14:52:26.652455
2676,23,276,2025-08-06 14:52:26.652471
2677,238,857,2025-08-06 14:52:26.652486
2678,844,963,2025-08-06 14:52:26.652501
2679,1159,811,2025-08-06 14:52:26.652516
2680,1044,315,2025-08-06 14:52:26.652531
2681,1590,21,2025-08-06 14:52:26.652547
2682,2043,715,2025-08-06 14:52:26.652562
2683,2303,115,2025-08-06 14:52:26.652577
2684,1432,521,2025-08-06 14:52:26.652592
2685,2711,541,2025-08-06 14:52:26.652608
2686,970,691,2025-08-06 14:52:26.652623
2687,1051,612,2025-08-06 14:52:26.652638
2688,2117,921,2025-08-06 14:52:26.652653
2689,565,545,2025-08-06 14:52:26.652668
2690,146,196,2025-08-06 14:52:26.652683
2691,2328,128,2025-08-06 14:52:26.652700
2692,79,747,2025-08-06 14:52:26.652715
2693,466,246,2025-08-06 14:52:26.652730
2694,181,763,2025-08-06 14:52:26.652745
2695,2003,32,2025-08-06 14:52:26.652760
2696,379,61,2025-08-06 14:52:26.652775
2697,165,498,2025-08-06 14:52:26.652791
2698,2057,141,2025-08-06 14:52:26.652806
2699,2440,196,2025-08-06 14:52:26.652821
2700,2651,251,2025-08-06 14:52:26.652836
2701,250,192,2025-08-06 14:52:26.652851
2702,1513,135,2025-08-06 14:52:26.652866
2703,2866,519,2025-08-06 14:52:26.652882
2704,1939,97,2025-08-06 14:52:26.652897
2705,894,492,2025-08-06 14:52:26.652912
2706,2218,770,2025-08-06 14:52:26.652927
2707,1209,950,2025-08-06 14:52:26.652943
2708,1125,283,2025-08-06 14:52:26.652958
2709,676,855,2025-08-06 14:52:26.652973
2710,1519,186,2025-08-06 14:52:26.652988
2711,972,884,2025-08-06 14:52:26.653003
2712,2746,60,2025-08-06 14:52:26.653018
2713,896,324,2025-08-06 14:52:26.653033
2714,209,355,2025-08-06 14:52:26.653049
2715,1381,815,2025-08-06 14:52:26.653064
2716,1092,880,2025-08-06 14:52:26.653079
2717,1964,899,2025-08-06 14:52:26.653095
2718,2699,875,2025-08-06 14:52:26.653110
2719,366,893,2025-08-06 14:52:26.653125
2720,1608,6,2025-08-06 14:52:26.653141
2721,1464,338,2025-08-06 14:52:26.653156
2722,2849,456,2025-08-06 14:52:26.653172
2723,2298,461,2025-08-06 14:52:26.653187
2724,289,412,2025-08-06 14:52:26.653202
2725,661,349,2025-08-06 14:52:26.653218
2726,380,335,2025-08-06 14:52:26.653233
2727,1349,742,2025-08-06 14:52:26.653249
2728,2017,479,2025-08-06 14:52:26.653265
2729,2097,735,2025-08-06 14:52:26.653280
2730,1222,236,2025-08-06 14:52:26.653295
2731,891,601,2025-08-06 14:52:26.653310
2732,2678,217,2025-08-06 14:52:26.653326
2733,113,513,2025-08-06 14:52:26.653341
2734,1525,426,2025-08-06 14:52:26.653357
2735,2938,660,2025-08-06 14:52:26.653372
2736,1065,530,2025-08-06 14:52:26.653387
2737,794,383,2025-08-06 14:52:26.653403
2738,467,656,2025-08-06 14:52:26.653418
2739,318,146,2025-08-06 14:52:26.653433
2740,1543,572,2025-08-06 14:52:26.653448
2741,1432,135,2025-08-06 14:52:26.653464
2742,1217,783,2025-08-06 14:52:26.653479
2743,1679,973,2025-08-06 14:52:26.653494
2744,871,684,2025-08-06 14:52:26.653509
2745,909,668,2025-08-06 14:52:26.653524
2746,2885,115,2025-08-06 14:52:26.653539
2747,1018,653,2025-08-06 14:52:26.653554
2748,1991,248,2025-08-06 14:52:26.653570
2749,2187,869,2025-08-06 14:52:26.653584
2750,1229,948,2025-08-06 14:52:26.653599
2751,1547,491,2025-08-06 14:52:26.653614
2752,119,192,2025-08-06 14:52:26.653629
2753,230,202,2025-08-06 14:52:26.653645
2754,2011,727,2025-08-06 14:52:26.653660
2755,1341,535,2025-08-06 14:52:26.653675
2756,1577,671,2025-08-06 14:52:26.653690
2757,2889,594,2025-08-06 14:52:26.653707
2758,352,986,2025-08-06 14:52:26.653722
2759,1373,571,2025-08-06 14:52:26.653738
2760,2321,791,2025-08-06 14:52:26.653753
2761,1420,714,2025-08-06 14:52:26.653768
2762,2701,600,2025-08-06 14:52:26.653904
2763,1706,63,2025-08-06 14:52:26.653920
2764,765,691,2025-08-06 14:52:26.653936
2765,2175,616,2025-08-06 14:52:26.653950
2766,2529,315,2025-08-06 14:52:26.653965
2767,2976,288,2025-08-06 14:52:26.653980
2768,98,526,2025-08-06 14:52:26.653995
2769,2433,281,2025-08-06 14:52:26.654010
2770,1045,477,2025-08-06 14:52:26.654024
2771,2066,372,2025-08-06 14:52:26.654039
2772,2492,667,2025-08-06 14:52:26.654054
2773,2633,430,2025-08-06 14:52:26.654069
2774,550,942,2025-08-06 14:52:26.654084
2775,703,968,2025-08-06 14:52:26.654099
2776,1647,99,2025-08-06 14:52:26.654114
2777,2682,323,2025-08-06 14:52:26.654129
2778,2935,689,2025-08-06 14:52:26.654144
2779,2524,38,2025-08-06 14:52:26.654160
2780,2389,213,2025-08-06 14:52:26.654175
2781,2767,30,2025-08-06 14:52:26.654190
2782,2372,811,2025-08-06 14:52:26.654205
2783,869,833,2025-08-06 14:52:26.654220
2784,1347,689,2025-08-06 14:52:26.654235
2785,764,994,2025-08-06 14:52:26.654250
2786,1589,332,2025-08-06 14:52:26.654265
2787,1764,691,2025-08-06 14:52:26.654281
2788,2930,401,2025-08-06 14:52:26.654296
2789,2626,930,2025-08-06 14:52:26.654312
2790,498,431,2025-08-06 14:52:26.654327
2791,1489,527,2025-08-06 14:52:26.654342
2792,2102,871,2025-08-06 14:52:26.654357
2793,880,258,2025-08-06 14:52:26.654372
2794,1845,405,2025-08-06 14:52:26.654387
2795,488,396,2025-08-06 14:52:26.654402
2796,1579,479,2025-08-06 14:52:26.654418
2797,2376,165,2025-08-06 14:52:26.654433
2798,2806,190,2025-08-06 14:52:26.654448
2799,509,481,2025-08-06 14:52:26.654463
2800,1534,61,2025-08-06 14:52:26.654478
2801,2937,663,2025-08-06 14:52:26.654493
2802,1204,730,2025-08-06 14:52:26.654508
2803,424,226,2025-08-06 14:52:26.654523
2804,1276,930,2025-08-06 14:52:26.654538
2805,857,886,2025-08-06 14:52:26.654553
2806,2664,214,2025-08-06 14:52:26.654568
2807,2497,975,2025-08-06 14:52:26.654583
2808,1958,446,2025-08-06 14:52:26.654598
2809,2579,68,2025-08-06 14:52:26.654613
2810,899,990,2025-08-06 14:52:26.654628
2811,1040,998,2025-08-06 14:52:26.654643
2812,1783,443,2025-08-06 14:52:26.654658
2813,1665,957,2025-08-06 14:52:26.654673
2814,773,631,2025-08-06 14:52:26.654689
2815,2991,29,2025-08-06 14:52:26.654705
2816,2835,632,2025-08-06 14:52:26.654721
2817,1072,91,2025-08-06 14:52:26.654736
2818,1453,952,2025-08-06 14:52:26.654751
2819,1598,786,2025-08-06 14:52:26.654766
2820,2116,157,2025-08-06 14:52:26.654781
2821,566,990,2025-08-06 14:52:26.654796
2822,449,245,2025-08-06 14:52:26.654811
2823,2730,371,2025-08-06 14:52:26.654826
2824,1590,670,2025-08-06 14:52:26.654841
2825,253,559,2025-08-06 14:52:26.654856
2826,733,218,2025-08-06 14:52:26.654871
2827,175,708,2025-08-06 14:52:26.654887
2828,1398,876,2025-08-06 14:52:26.654902
2829,2117,215,2025-08-06 14:52:26.654917
2830,826,762,2025-08-06 14:52:26.654932
2831,2656,189,2025-08-06 14:52:26.654947
2832,354,301,2025-08-06 14:52:26.654962
2833,158,476,2025-08-06 14:52:26.654976
2834,2747,355,2025-08-06 14:52:26.654991
2835,1476,598,2025-08-06 14:52:26.655006
2836,1013,543,2025-08-06 14:52:26.655021
2837,1025,503,2025-08-06 14:52:26.655036
2838,160,78,2025-08-06 14:52:26.655051
2839,1255,484,2025-08-06 14:52:26.655066
2840,2225,30,2025-08-06 14:52:26.655081
2841,673,632,2025-08-06 14:52:26.655096
2842,1908,634,2025-08-06 14:52:26.655111
2843,745,218,2025-08-06 14:52:26.655126
2844,1403,831,2025-08-06 14:52:26.655142
2845,2408,507,2025-08-06 14:52:26.655157
2846,1981,812,2025-08-06 14:52:26.655172
2847,53,470,2025-08-06 14:52:26.655187
2848,1045,870,2025-08-06 14:52:26.655202
2849,2602,780,2025-08-06 14:52:26.655217
2850,2936,202,2025-08-06 14:52:26.655233
2851,235,73,2025-08-06 14:52:26.655248
2852,368,360,2025-08-06 14:52:26.655263
2853,2906,663,2025-08-06 14:52:26.655278
2854,2913,703,2025-08-06 14:52:26.655293
2855,563,359,2025-08-06 14:52:26.655309
2856,1409,315,2025-08-06 14:52:26.655324
2857,760,571,2025-08-06 14:52:26.655339
2858,252,464,2025-08-06 14:52:26.655354
2859,1154,429,2025-08-06 14:52:26.655369
2860,1804,51,2025-08-06 14:52:26.655385
2861,2135,18,2025-08-06 14:52:26.655399
2862,1005,801,2025-08-06 14:52:26.655414
2863,224,237,2025-08-06 14:52:26.655430
2864,199,372,2025-08-06 14:52:26.655446
2865,1276,533,2025-08-06 14:52:26.655460
2866,2037,932,2025-08-06 14:52:26.655476
2867,2814,452,2025-08-06 14:52:26.655490
2868,2720,587,2025-08-06 14:52:26.655506
2869,2464,704,2025-08-06 14:52:26.655521
2870,597,420,2025-08-06 14:52:26.655536
2871,218,873,2025-08-06 14:52:26.655551
2872,1418,735,2025-08-06 14:52:26.655566
2873,2285,717,2025-08-06 14:52:26.655582
2874,1671,499,2025-08-06 14:52:26.655597
2875,1871,122,2025-08-06 14:52:26.655612
2876,392,374,2025-08-06 14:52:26.655627
2877,1135,493,2025-08-06 14:52:26.655642
2878,1704,530,2025-08-06 14:52:26.655657
2879,2604,350,2025-08-06 14:52:26.655672
2880,2410,992,2025-08-06 14:52:26.655688
2881,924,185,2025-08-06 14:52:26.655704
2882,1630,65,2025-08-06 14:52:26.655719
2883,1169,463,2025-08-06 14:52:26.655735
2884,429,749,2025-08-06 14:52:26.655750
2885,2246,968,2025-08-06 14:52:26.655765
2886,204,30,2025-08-06 14:52:26.655789
2887,1607,686,2025-08-06 14:52:26.655805
2888,330,12,2025-08-06 14:52:26.655821
2889,537,143,2025-08-06 14:52:26.655836
2890,1635,655,2025-08-06 14:52:26.655851
2891,1748,22,2025-08-06 14:52:26.655866
2892,2815,636,2025-08-06 14:52:26.655881
2893,446,194,2025-08-06 14:52:26.655896
2894,1314,346,2025-08-06 14:52:26.655911
2895,321,720,2025-08-06 14:52:26.655927
2896,719,742,2025-08-06 14:52:26.655942
2897,1558,667,2025-08-06 14:52:26.655958
2898,1679,460,2025-08-06 14:52:26.655972
2899,370,773,2025-08-06 14:52:26.655988
2900,1991,753,2025-08-06 14:52:26.656003
2901,2083,830,2025-08-06 14:52:26.656018
2902,877,292,2025-08-06 14:52:26.656033
2903,382,758,2025-08-06 14:52:26.656048
2904,2390,897,2025-08-06 14:52:26.656063
2905,764,175,2025-08-06 14:52:26.656079
2906,1000,244,2025-08-06 14:52:26.656094
2907,493,862,2025-08-06 14:52:26.656109
2908,1533,433,2025-08-06 14:52:26.656124
2909,2904,15,2025-08-06 14:52:26.656139
2910,2542,854,2025-08-06 14:52:26.656155
2911,2552,88,2025-08-06 14:52:26.656170
2912,2074,403,2025-08-06 14:52:26.656186
2913,2013,861,2025-08-06 14:52:26.656200
2914,2365,561,2025-08-06 14:52:26.656215
2915,2778,306,2025-08-06 14:52:26.656231
2916,1923,110,2025-08-06 14:52:26.656245
2917,1890,149,2025-08-06 14:52:26.656261
2918,1190,842,2025-08-06 14:52:26.656276
2919,2573,188,2025-08-06 14:52:26.656291
2920,2857,320,2025-08-06 14:52:26.656306
2921,1647,785,2025-08-06 14:52:26.656321
2922,1870,672,2025-08-06 14:52:26.656336
2923,2042,551,2025-08-06 14:52:26.656351
2924,1473,447,2025-08-06 14:52:26.656367
2925,2941,455,2025-08-06 14:52:26.656382
2926,919,505,2025-08-06 14:52:26.656397
2927,1101,844,2025-08-06 14:52:26.656412
2928,1085,939,2025-08-06 14:52:26.656428
2929,2848,831,2025-08-06 14:52:26.656443
2930,143,73,2025-08-06 14:52:26.656458
2931,711,633,2025-08-06 14:52:26.656474
2932,1419,713,2025-08-06 14:52:26.656489
2933,2528,354,2025-08-06 14:52:26.656505
2934,164,253,2025-08-06 14:52:26.656520
2935,2794,125,2025-08-06 14:52:26.656536
2936,362,681,2025-08-06 14:52:26.656551
2937,2366,181,2025-08-06 14:52:26.656566
2938,2730,873,2025-08-06 14:52:26.656582
2939,2749,399,2025-08-06 14:52:26.656597
2940,724,5,2025-08-06 14:52:26.656612
2941,1167,511,2025-08-06 14:52:26.656628
2942,745,947,2025-08-06 14:52:26.656643
2943,1207,96,2025-08-06 14:52:26.656658
2944,1544,193,2025-08-06 14:52:26.656673
2945,2740,271,2025-08-06 14:52:26.656688
2946,1988,939,2025-08-06 14:52:26.656705
2947,2522,493,2025-08-06 14:52:26.656720
2948,673,183,2025-08-06 14:52:26.656735
2949,1503,454,2025-08-06 14:52:26.656750
2950,1977,444,2025-08-06 14:52:26.656766
2951,2203,573,2025-08-06 14:52:26.656781
2952,29,191,2025-08-06 14:52:26.656796
2953,1717,69,2025-08-06 14:52:26.656811
2954,1590,935,2025-08-06 14:52:26.656826
2955,494,657,2025-08-06 14:52:26.656841
2956,609,621,2025-08-06 14:52:26.656856
2957,1110,679,2025-08-06 14:52:26.656872
2958,1637,717,2025-08-06 14:52:26.656887
2959,159,117,2025-08-06 14:52:26.656902
2960,2117,230,2025-08-06 14:52:26.656917
2961,630,303,2025-08-06 14:52:26.656933
2962,2980,915,2025-08-06 14:52:26.656948
2963,837,445,2025-08-06 14:52:26.656963
2964,45,137,2025-08-06 14:52:26.656978
2965,707,793,2025-08-06 14:52:26.656993
2966,26,576,2025-08-06 14:52:26.657008
2967,2478,328,2025-08-06 14:52:26.657023
2968,2007,598,2025-08-06 14:52:26.657038
2969,2906,687,2025-08-06 14:52:26.657053
2970,161,780,2025-08-06 14:52:26.657070
2971,2282,928,2025-08-06 14:52:26.657085
2972,1153,680,2025-08-06 14:52:26.657100
2973,2107,273,2025-08-06 14:52:26.657115
2974,1463,489,2025-08-06 14:52:26.657130
2975,2950,873,2025-08-06 14:52:26.657145
2976,1198,434,2025-08-06 14:52:26.657161
2977,770,308,2025-08-06 14:52:26.657176
2978,2371,181,2025-08-06 14:52:26.657191
2979,2708,936,2025-08-06 14:52:26.657206
2980,2816,852,2025-08-06 14:52:26.657222
2981,2504,105,2025-08-06 14:52:26.657237
2982,1731,256,2025-08-06 14:52:26.657252
2983,425,425,2025-08-06 14:52:26.657268
2984,885,701,2025-08-06 14:52:26.657283
2985,1053,646,2025-08-06 14:52:26.657298
2986,2409,960,2025-08-06 14:52:26.657313
2987,105,129,2025-08-06 14:52:26.657328
2988,1892,814,2025-08-06 14:52:26.657344
2989,896,660,2025-08-06 14:52:26.657359
2990,1744,622,2025-08-06 14:52:26.657374
2991,680,708,2025-08-06 14:52:26.657389
2992,509,54,2025-08-06 14:52:26.657405
2993,2948,689,2025-08-06 14:52:26.657420
2994,1408,547,2025-08-06 14:52:26.657436
2995,1721,135,2025-08-06 14:52:26.657451
2996,2772,674,2025-08-06 14:52:26.657467
2997,404,272,2025-08-06 14:52:26.657482
2998,414,144,2025-08-06 14:52:26.657497
2999,2435,696,2025-08-06 14:52:26.657513
3000,834,252,2025-08-06 14:52:26.657528
1,1480,549,2025-08-06 14:52:26.605768
2,906,751,2025-08-06 14:52:26.605905
3,2799,282,2025-08-06 14:52:26.605938
4,1387,552,2025-08-06 14:52:26.605965
5,732,488,2025-08-06 14:52:26.605991
6,1530,151,2025-08-06 14:52:26.606015
7,2478,356,2025-08-06 14:52:26.606040
8,1638,450,2025-08-06 14:52:26.606065
9,2591,346,2025-08-06 14:52:26.606090
10,2156,530,2025-08-06 14:52:26.606116
11,351,48,2025-08-06 14:52:26.606140
12,1861,206,2025-08-06 14:52:26.606164
13,2979,345,2025-08-06 14:52:26.606188
14,1221,640,2025-08-06 14:52:26.606212
15,1703,372,2025-08-06 14:52:26.606236
16,156,214,2025-08-06 14:52:26.606261
17,415,511,2025-08-06 14:52:26.606285
18,2592,9,2025-08-06 14:52:26.606310
19,125,422,2025-08-06 14:52:26.606333
20,1699,69,2025-08-06 14:52:26.606357
21,1895,631,2025-08-06 14:52:26.606381
22,1742,891,2025-08-06 14:52:26.606405
23,2024,939,2025-08-06 14:52:26.606429
24,599,538,2025-08-06 14:52:26.606454
25,1466,29,2025-08-06 14:52:26.606482
26,2046,703,2025-08-06 14:52:26.606508
27,1993,989,2025-08-06 14:52:26.606534
28,1743,301,2025-08-06 14:52:26.606558
29,457,801,2025-08-06 14:52:26.606581
30,2116,846,2025-08-06 14:52:26.606606
31,2523,715,2025-08-06 14:52:26.606629
32,43,601,2025-08-06 14:52:26.606653
33,789,791,2025-08-06 14:52:26.606676
34,1016,436,2025-08-06 14:52:26.606699
35,2567,459,2025-08-06 14:52:26.606724
36,2805,474,2025-08-06 14:52:26.606747
37,539,552,2025-08-06 14:52:26.606771
38,1873,248,2025-08-06 14:52:26.606796
39,701,895,2025-08-06 14:52:26.606819
40,1279,617,2025-08-06 14:52:26.606843
41,500,918,2025-08-06 14:52:26.606867
42,2914,459,2025-08-06 14:52:26.606891
43,2850,774,2025-08-06 14:52:26.606917
44,1779,421,2025-08-06 14:52:26.606941
45,696,390,2025-08-06 14:52:26.606965
46,1627,135,2025-08-06 14:52:26.606992
47,2389,505,2025-08-06 14:52:26.607016
48,670,524,2025-08-06 14:52:26.607040
49,869,595,2025-08-06 14:52:26.607065
50,2846,692,2025-08-06 14:52:26.607090
51,2238,595,2025-08-06 14:52:26.607116
52,23,373,2025-08-06 14:52:26.607141
53,2094,82,2025-08-06 14:52:26.607166
54,2418,385,2025-08-06 14:52:26.607192
55,476,519,2025-08-06 14:52:26.607217
56,1884,637,2025-08-06 14:52:26.607241
57,989,690,2025-08-06 14:52:26.607266
58,2284,739,2025-08-06 14:52:26.607291
59,26,376,2025-08-06 14:52:26.607316
60,1690,370,2025-08-06 14:52:26.607342
61,2072,859,2025-08-06 14:52:26.607367
62,277,586,2025-08-06 14:52:26.607393
63,957,71,2025-08-06 14:52:26.607417
64,1712,977,2025-08-06 14:52:26.607442
65,381,649,2025-08-06 14:52:26.607465
66,909,345,2025-08-06 14:52:26.607499
67,705,689,2025-08-06 14:52:26.607524
68,1752,873,2025-08-06 14:52:26.607549
69,465,437,2025-08-06 14:52:26.607573
70,649,206,2025-08-06 14:52:26.607597
71,688,113,2025-08-06 14:52:26.607623
72,2605,34,2025-08-06 14:52:26.607646
73,2733,957,2025-08-06 14:52:26.607671
74,369,411,2025-08-06 14:52:26.607697
75,415,690,2025-08-06 14:52:26.608474
76,1022,761,2025-08-06 14:52:26.608537
77,2502,980,2025-08-06 14:52:26.608576
78,1531,674,2025-08-06 14:52:26.608616
79,1530,71,2025-08-06 14:52:26.608647
80,1381,606,2025-08-06 14:52:26.608676
81,397,61,2025-08-06 14:52:26.608704
82,99,558,2025-08-06 14:52:26.608730
83,54,277,2025-08-06 14:52:26.608758
84,1988,271,2025-08-06 14:52:26.608783
85,1522,469,2025-08-06 14:52:26.608810
86,2938,547,2025-08-06 14:52:26.608836
87,128,470,2025-08-06 14:52:26.608861
88,758,332,2025-08-06 14:52:26.608886
89,871,992,2025-08-06 14:52:26.608910
90,305,92,2025-08-06 14:52:26.608934
91,1319,190,2025-08-06 14:52:26.608958
92,1215,508,2025-08-06 14:52:26.608983
93,2755,796,2025-08-06 14:52:26.609010
94,2268,441,2025-08-06 14:52:26.609040
95,2489,128,2025-08-06 14:52:26.609292
96,694,449,2025-08-06 14:52:26.609332
97,239,876,2025-08-06 14:52:26.609362
98,318,586,2025-08-06 14:52:26.609388
99,2882,605,2025-08-06 14:52:26.609415
100,1083,683,2025-08-06 14:52:26.609463
101,2671,345,2025-08-06 14:52:26.609591
102,1925,19,2025-08-06 14:52:26.609623
103,2441,64,2025-08-06 14:52:26.609647
104,2835,376,2025-08-06 14:52:26.609671
105,1355,140,2025-08-06 14:52:26.609695
106,2449,506,2025-08-06 14:52:26.609719
107,1427,623,2025-08-06 14:52:26.609742
108,1297,232,2025-08-06 14:52:26.609766
109,277,890,2025-08-06 14:52:26.609791
110,1391,342,2025-08-06 14:52:26.609820
111,1505,745,2025-08-06 14:52:26.609846
112,2941,855,2025-08-06 14:52:26.609869
113,41,30,2025-08-06 14:52:26.609892
114,965,59,2025-08-06 14:52:26.610959
115,2784,647,2025-08-06 14:52:26.611033
116,2723,415,2025-08-06 14:52:26.611081
117,111,572,2025-08-06 14:52:26.611119
118,3000,444,2025-08-06 14:52:26.611153
119,453,305,2025-08-06 14:52:26.611186
120,1331,751,2025-08-06 14:52:26.611218
121,377,778,2025-08-06 14:52:26.611247
122,2472,952,2025-08-06 14:52:26.611275
123,828,451,2025-08-06 14:52:26.611303
124,2682,678,2025-08-06 14:52:26.611329
125,1054,703,2025-08-06 14:52:26.611356
126,880,399,2025-08-06 14:52:26.611383
127,2098,247,2025-08-06 14:52:26.611409
128,881,225,2025-08-06 14:52:26.611437
129,2216,534,2025-08-06 14:52:26.611463
130,2832,740,2025-08-06 14:52:26.611495
131,151,336,2025-08-06 14:52:26.611520
132,2987,338,2025-08-06 14:52:26.611544
133,641,514,2025-08-06 14:52:26.611570
134,53,826,2025-08-06 14:52:26.611595
135,743,974,2025-08-06 14:52:26.611622
136,331,489,2025-08-06 14:52:26.611647
137,409,588,2025-08-06 14:52:26.611674
138,2329,795,2025-08-06 14:52:26.611700
139,1776,881,2025-08-06 14:52:26.611726
140,1393,863,2025-08-06 14:52:26.611752
141,74,26,2025-08-06 14:52:26.611778
142,2675,849,2025-08-06 14:52:26.611805
143,855,39,2025-08-06 14:52:26.611832
